0 0 A 
0 0 B 
0 0 C 
0 0 D 
0 0 E 
0 0 F 
0 0 G 
0 0 H 
0 0 I 
0 0 J 
0 0 K 
1 1 A B 
1 1 A F 
1 1 A H 
1 1 A I 
1 1 A E 
1 1 A D 
1 1 A G 
1 1 A K 
1 1 A J 
1 1 A C 
1 1 B D 
1 1 B I 
1 1 B E 
1 1 B K 
1 1 B G 
1 1 B J 
1 1 B F 
1 1 B C 
1 1 B H 
1 1 C F 
1 1 C G 
1 1 C I 
1 1 C D 
1 1 C E 
1 1 C J 
1 1 C K 
1 1 C H 
1 1 D F 
1 1 D H 
1 1 D K 
1 1 D G 
1 1 D J 
1 1 D I 
1 1 D E 
1 1 E K 
1 1 E F 
1 1 E I 
1 1 E H 
1 1 E J 
1 1 E G 
1 1 F I 
1 1 F H 
1 1 F K 
1 1 F J 
1 1 F G 
1 1 G H 
1 1 G K 
1 1 G J 
1 1 G I 
1 1 H K 
1 1 H I 
1 1 H J 
1 1 I J 
1 1 I K 
1 1 J K 
5 5 B D E F J K 
5 5 B D G H I K 
5 5 B C D F G I 
5 5 B C D G I K 
5 5 B C D F G J 
5 5 B C G H J K 
5 5 B C F H I J 
5 5 B C H I J K 
5 5 B C D G J K 
5 5 B D E G H J 
5 5 B D E F G I 
5 5 B E G I J K 
5 5 B C D E F K 
5 5 B D F H I K 
5 5 B D E H J K 
5 5 B C D E I J 
5 5 B C E F H J 
5 5 B C E F H K 
5 5 B C D E F H 
5 5 B C D G H K 
5 5 B C F G H K 
5 5 B C E G H K 
5 5 B C F G I K 
5 5 B E F G H I 
5 5 B C D E F J 
5 5 B E G H I J 
5 5 B C D I J K 
5 5 B C E G I J 
5 5 B F G H I J 
5 5 B C D E I K 
5 5 B D G I J K 
5 5 B C D E G K 
5 5 B C D F G K 
5 5 B F G H J K 
5 5 B C F G H I 
5 5 B E F H I J 
5 5 B C D E F G 
5 5 B C E G J K 
5 5 B C D F J K 
5 5 B C E H J K 
5 5 B C D F H J 
5 5 B D E G H K 
5 5 B D E F G J 
5 5 B D F G I J 
5 5 B C E G I K 
5 5 B D E F H J 
5 5 B C D H I K 
5 5 B D E F I J 
5 5 B C E F G K 
5 5 B C F H I K 
5 5 B E F G I J 
5 5 B D E H I K 
5 5 B C D E J K 
5 5 B D E F G H 
5 5 B F H I J K 
5 5 B D E F H K 
5 5 B C F I J K 
5 5 B G H I J K 
5 5 B C D E F I 
5 5 B D E G H I 
5 5 B C D F I K 
5 5 B C E I J K 
5 5 B D E H I J 
5 5 B C D G H J 
5 5 B C F G I J 
5 5 B C E F H I 
5 5 B D E F I K 
5 5 B D F I J K 
5 5 B E G H J K 
5 5 B D E I J K 
5 5 B C E F I K 
5 5 B D F H I J 
5 5 B C D E G J 
5 5 B C F H J K 
5 5 B C D E H J 
5 5 B E F G I K 
5 5 B E G H I K 
5 5 B E F H J K 
5 5 B D E G J K 
5 5 B C D E H I 
5 5 B C E G H I 
5 5 B C F G H J 
5 5 B C E F G J 
5 5 B C G H I J 
5 5 B F G H I K 
5 5 B E H I J K 
5 5 B C E H I K 
5 5 B E F G J K 
5 5 B E F G H J 
5 5 B E F H I K 
5 5 B C G H I K 
5 5 B D F G H J 
5 5 B D E F H I 
5 5 B C D G I J 
5 5 B C D F G H 
5 5 B C D E H K 
5 5 B C D F H I 
5 5 B C D E G I 
5 5 B D F G H I 
5 5 B E F G H K 
5 5 B E F I J K 
5 5 B C D F I J 
5 5 B C E H I J 
5 5 B C F G J K 
5 5 B C E G H J 
5 5 B C D G H I 
5 5 B D F G J K 
5 5 B C G I J K 
5 5 B D G H I J 
5 5 B C E F G H 
5 5 B C E F G I 
5 5 B C D F H K 
5 5 B D E F G K 
5 5 B D H I J K 
5 5 B C D H I J 
5 5 B D G H J K 
5 5 B C E F I J 
5 5 B C D E G H 
5 5 B F G I J K 
5 5 B C D H J K 
5 5 C D G H I K 
5 5 C D F G H I 
5 5 C D E F G I 
5 5 C D E F I J 
5 5 C D F G J K 
5 5 C E F H I J 
5 5 C D E F H I 
5 5 C E F H I K 
5 5 C D E G H J 
5 5 C F H I J K 
5 5 C E F G H I 
5 5 C E F H J K 
5 5 C D E G H I 
5 5 C E F G J K 
5 5 C D E F I K 
5 5 C D G H I J 
5 5 C D E G H K 
5 5 C F G I J K 
5 5 C D F H I J 
5 5 C D E F G J 
5 5 C E F G I J 
5 5 C F G H I J 
5 5 C D F G I J 
5 5 C D E F J K 
5 5 C D F H I K 
5 5 C E F G H J 
5 5 C E F I J K 
5 5 C D F G I K 
5 5 C D F I J K 
5 5 C D G I J K 
5 5 C D F H J K 
5 5 C E F G I K 
5 5 C D E H I J 
5 5 C D E H J K 
5 5 C D F G H J 
5 5 C F G H I K 
5 5 C E F G H K 
5 5 C E G H I J 
5 5 C D H I J K 
5 5 C E G I J K 
5 5 C D E F G H 
5 5 C E G H I K 
5 5 C F G H J K 
5 5 C D E H I K 
5 5 C D E G J K 
5 5 C G H I J K 
5 5 C D E F G K 
5 5 C D E G I J 
5 5 C D G H J K 
5 5 C D F G H K 
5 5 C D E F H K 
5 5 C D E F H J 
5 5 C D E G I K 
5 5 C E H I J K 
5 5 C D E I J K 
5 5 C E G H J K 
5 5 D F H I J K 
5 5 D E G H I K 
5 5 D E F H I K 
5 5 D E F G I J 
5 5 D E H I J K 
5 5 D E F G I K 
5 5 D F G H I K 
5 5 D E F G H I 
5 5 D F G H I J 
5 5 D E G H I J 
5 5 D E F G H K 
5 5 D F G I J K 
5 5 D E F H I J 
5 5 D G H I J K 
5 5 D F G H J K 
5 5 D E F I J K 
5 5 D E G H J K 
5 5 D E F H J K 
5 5 D E F G J K 
5 5 D E F G H J 
5 5 D E G I J K 
5 5 E G H I J K 
5 5 E F H I J K 
5 5 E F G H J K 
5 5 E F G H I J 
5 5 E F G I J K 
5 5 E F G H I K 
5 5 F G H I J K 
6 6 A B D F H J K 
6 6 A B D E H I J 
6 6 A D F H I J K 
6 6 A B C D G H K 
6 6 A C E G H J K 
6 6 A B D E F G J 
6 6 A C E F H I K 
6 6 A C D E F I K 
6 6 A B D E F G I 
6 6 A C D G H J K 
6 6 A D G H I J K 
6 6 A C D E F H I 
6 6 A D E F G I J 
6 6 A D E G I J K 
6 6 A C E H I J K 
6 6 A B C E I J K 
6 6 A C D F G J K 
6 6 A E F H I J K 
6 6 A D E G H I J 
6 6 A C E F H J K 
6 6 A C D E H I J 
6 6 A B C D F I J 
6 6 A B D E F H K 
6 6 A B C F H I K 
6 6 A C F G H J K 
6 6 A C D F I J K 
6 6 A B C D E H J 
6 6 A C E F H I J 
6 6 A B E G H J K 
6 6 A B F G H J K 
6 6 A C D E F H K 
6 6 A B C D E G K 
6 6 A B C E F G K 
6 6 A C D F G H J 
6 6 A B E F H I K 
6 6 A B C D E I K 
6 6 A B C E G H I 
6 6 A B C F H I J 
6 6 A B C F G H J 
6 6 A B C G H I J 
6 6 A B C D E F G 
6 6 A B G H I J K 
6 6 A E F G I J K 
6 6 A D F G I J K 
6 6 A C D E F J K 
6 6 A B C F H J K 
6 6 A D E G H I K 
6 6 A C F G I J K 
6 6 A B E F G J K 
6 6 A B C D H I J 
6 6 A B D F G I J 
6 6 A B F G I J K 
6 6 A C D H I J K 
6 6 A B F G H I J 
6 6 A B C D E F J 
6 6 A D E F G I K 
6 6 A B C D E F I 
6 6 A C E G H I J 
6 6 A B E H I J K 
6 6 A B D F G H I 
6 6 A B E F G H I 
6 6 A B C E G I J 
6 6 A B D F G J K 
6 6 A C D E F G J 
6 6 A D E F H I J 
6 6 A C G H I J K 
6 6 A B D E G I K 
6 6 A B D F G H J 
6 6 A B D E G H I 
6 6 A B C E G H J 
6 6 A C E G I J K 
6 6 A B C E F G J 
6 6 A D E F G J K 
6 6 A D F G H I J 
6 6 A E F G H I K 
6 6 A C E F G H I 
6 6 A B D F G H K 
6 6 A B C D I J K 
6 6 A B C E G I K 
6 6 A D E F I J K 
6 6 A C E G H I K 
6 6 A C E F G H J 
6 6 A B D E H I K 
6 6 A B F G H I K 
6 6 A B D E I J K 
6 6 A B F H I J K 
6 6 A C D E F G K 
6 6 A B E F G I K 
6 6 A E F G H I J 
6 6 A C D G H I K 
6 6 A D E F G H J 
6 6 A C E F G J K 
6 6 A C D F G H I 
6 6 A B C D E G H 
6 6 A B D F H I K 
6 6 A B C D F H I 
6 6 A B C E F H J 
6 6 A B D E G J K 
6 6 A D F G H I K 
6 6 A B C D G J K 
6 6 A B C D F G I 
6 6 A B D E F H J 
6 6 A B C D E I J 
6 6 A B C G H I K 
6 6 A C D E F H J 
6 6 A C F G H I K 
6 6 A B C E F H I 
6 6 A B D E F I K 
6 6 A C D F H I J 
6 6 A B D E F J K 
6 6 A B D G H I J 
6 6 A B C F G I J 
6 6 A B C G H J K 
6 6 A C F H I J K 
6 6 A B E G H I J 
6 6 A B C E H J K 
6 6 A B D F H I J 
6 6 A B C D F G K 
6 6 A B C F I J K 
6 6 A C D G H I J 
6 6 A B C D G H J 
6 6 A D E F G H K 
6 6 A B D E F H I 
6 6 A B C F G I K 
6 6 A B D F I J K 
6 6 A C F G H I J 
6 6 A C D E F G H 
6 6 A B C E F I K 
6 6 A B D E F G H 
6 6 A B C D F J K 
6 6 A C D E G I J 
6 6 A B C E F G I 
6 6 A B D E F G K 
6 6 A B E F G H K 
6 6 A B D G H J K 
6 6 A B D E H J K 
6 6 A B C D E J K 
6 6 A B C D F H J 
6 6 A C E F I J K 
6 6 A B C E F J K 
6 6 A B C D E G I 
6 6 A C D F H J K 
6 6 A B C H I J K 
6 6 A D E F G H I 
6 6 A B D E G I J 
6 6 A B C D F G H 
6 6 A C D E G H J 
6 6 A B E F G I J 
6 6 A B C F G H K 
6 6 A B D H I J K 
6 6 A D E F H J K 
6 6 A D F G H J K 
6 6 A B C F G H I 
6 6 A C D F G I J 
6 6 A B C G I J K 
6 6 A B C D G I K 
6 6 A B D E G H J 
6 6 A F G H I J K 
6 6 A B C E H I K 
6 6 A B E F H I J 
6 6 A B C D H J K 
6 6 A C E F G H K 
6 6 A C D E G I K 
6 6 A C D E G J K 
6 6 A C D G I J K 
6 6 A B E F H J K 
6 6 A C D E H J K 
6 6 A B E G I J K 
6 6 A B C E G J K 
6 6 A B C D H I K 
6 6 A B C D E F K 
6 6 A C D E G H K 
6 6 A D E F H I K 
6 6 A B D F G I K 
6 6 A B C D F H K 
6 6 A B C D E H I 
6 6 A C D E G H I 
6 6 A B C E G H K 
6 6 A C D F G I K 
6 6 A B E F I J K 
6 6 A B D G I J K 
6 6 A B D E G H K 
6 6 A B C D G I J 
6 6 A E F G H J K 
6 6 A E G H I J K 
6 6 A B C E H I J 
6 6 A C E F G I J 
6 6 A B D E F I J 
6 6 A B D G H I K 
6 6 A D E G H J K 
6 6 A C D E H I K 
6 6 A C D F H I K 
6 6 A B C E F G H 
6 6 A B C D E G J 
6 6 A B E G H I K 
6 6 A B C D F G J 
6 6 A C D E I J K 
6 6 A B C D E F H 
6 6 A B C D F I K 
6 6 A C D E F I J 
6 6 A B C D E H K 
6 6 A C D E F G I 
6 6 A B C F G J K 
6 6 A D E H I J K 
6 6 A B C E F H K 
6 6 A C D F G H K 
6 6 A B E F G H J 
6 6 A B C E F I J 
6 6 A B C D G H I 
6 6 A C E F G I K 
6 6 B C E F G H J 
6 6 B C D E H J K 
6 6 B C D E F H I 
6 6 B C D E F G J 
6 6 B C D G I J K 
6 6 B C D E F H K 
6 6 B D E F G J K 
6 6 B C D G H I K 
6 6 B D F G I J K 
6 6 B D E G H I K 
6 6 B D E F G H K 
6 6 B D E G H I J 
6 6 B D E F H I J 
6 6 B C E F I J K 
6 6 B C F G H I K 
6 6 B D E G H J K 
6 6 B C D E G I J 
6 6 B C D E F H J 
6 6 B D E F G I K 
6 6 B C D F H I J 
6 6 B C E F H I K 
6 6 B C D H I J K 
6 6 B C D F G H K 
6 6 B E F G I J K 
6 6 B C E G I J K 
6 6 B C E H I J K 
6 6 B C F G H I J 
6 6 B C D F H J K 
6 6 B D E F G I J 
6 6 B D F G H I K 
6 6 B D F G H J K 
6 6 B D E H I J K 
6 6 B C D F G H J 
6 6 B C G H I J K 
6 6 B C D G H J K 
6 6 B C D F G I K 
6 6 B C E F H J K 
6 6 B C D E F G I 
6 6 B C D G H I J 
6 6 B C F H I J K 
6 6 B D E F H I K 
6 6 B E F G H I K 
6 6 B F G H I J K 
6 6 B E F G H J K 
6 6 B D E F H J K 
6 6 B C E F G H I 
6 6 B C D F G I J 
6 6 B D E G I J K 
6 6 B C D E F G H 
6 6 B C D E H I K 
6 6 B D F H I J K 
6 6 B C D E G H J 
6 6 B C E F G H K 
6 6 B E F G H I J 
6 6 B C E F G I J 
6 6 B D G H I J K 
6 6 B C D E F I K 
6 6 B E G H I J K 
6 6 B E F H I J K 
6 6 B D E F I J K 
6 6 B D E F G H J 
6 6 B D F G H I J 
6 6 B C D F H I K 
6 6 B C D E F I J 
6 6 B C E F H I J 
6 6 B C D F G H I 
6 6 B D E F G H I 
6 6 B C D F I J K 
6 6 B C D E G I K 
6 6 B C D E I J K 
6 6 B C D E F J K 
6 6 B C E G H I J 
6 6 B C D E G H K 
6 6 B C D E G H I 
6 6 B C E G H J K 
6 6 B C D E F G K 
6 6 B C D F G J K 
6 6 B C D E H I J 
6 6 B C F G I J K 
6 6 B C F G H J K 
6 6 B C D E G J K 
6 6 B C E G H I K 
6 6 B C E F G J K 
6 6 B C E F G I K 
6 6 C D E F G H K 
6 6 C D F G H I K 
6 6 C D E H I J K 
6 6 C E F G H J K 
6 6 C E F G H I J 
6 6 C D E F H J K 
6 6 C D E F G J K 
6 6 C D E G H J K 
6 6 C D E F G H J 
6 6 C E F G I J K 
6 6 C D F G I J K 
6 6 C D E F G I J 
6 6 C D E G H I J 
6 6 C D E G I J K 
6 6 C E F G H I K 
6 6 C E F H I J K 
6 6 C F G H I J K 
6 6 C D F G H I J 
6 6 C D F G H J K 
6 6 C E G H I J K 
6 6 C D E F I J K 
6 6 C D E F G I K 
6 6 C D E G H I K 
6 6 C D E F H I J 
6 6 C D E F H I K 
6 6 C D G H I J K 
6 6 C D F H I J K 
6 6 C D E F G H I 
6 6 D E G H I J K 
6 6 D E F G H I J 
6 6 D E F G H J K 
6 6 D E F H I J K 
6 6 D E F G I J K 
6 6 D E F G H I K 
6 6 D F G H I J K 
6 6 E F G H I J K 
7 7 A B C D E F I K 
7 7 A B C D E G H I 
7 7 A C D F G H I J 
7 7 A B C D E F G J 
7 7 A B D E H I J K 
7 7 A C D E G H J K 
7 7 A B D E G H I K 
7 7 A B C F G I J K 
7 7 A B C D E G I J 
7 7 A C D F G H I K 
7 7 A C D E F G J K 
7 7 A B D E F G H I 
7 7 A D E F G H I J 
7 7 A B C D E G H K 
7 7 A B C D E G I K 
7 7 A C E F G H J K 
7 7 A B C D E H I K 
7 7 A B D E F I J K 
7 7 A C D G H I J K 
7 7 A B C F G H I K 
7 7 A B D E F H I K 
7 7 A B E G H I J K 
7 7 A B D G H I J K 
7 7 A B C D F G H K 
7 7 A C D E H I J K 
7 7 A B C D F G J K 
7 7 A B D E G I J K 
7 7 A B D E F H J K 
7 7 A C F G H I J K 
7 7 A B C D E I J K 
7 7 A B C F G H J K 
7 7 A C D E F G H I 
7 7 A B C D E F G I 
7 7 A B E F G I J K 
7 7 A B D E F G H J 
7 7 A C D E G I J K 
7 7 A E F G H I J K 
7 7 A C E F H I J K 
7 7 A D E F G H I K 
7 7 A B D E G H I J 
7 7 A B C D G I J K 
7 7 A C D E G H I J 
7 7 A C D E F I J K 
7 7 A B C E F H I J 
7 7 A C E F G H I K 
7 7 A C D E G H I K 
7 7 A B C E F G H J 
7 7 A B C D E F J K 
7 7 A C D E F H J K 
7 7 A B D E F H I J 
7 7 A B C E G H J K 
7 7 A C D E F H I J 
7 7 A D E F H I J K 
7 7 A B C E F G I K 
7 7 A B C D F G I J 
7 7 A B D F G H J K 
7 7 A B C D F I J K 
7 7 A B E F H I J K 
7 7 A B C D E F H K 
7 7 A B C D F G H J 
7 7 A B C E F I J K 
7 7 A C D E F G I K 
7 7 A B C D E F H J 
7 7 A B C D G H I J 
7 7 A D F G H I J K 
7 7 A B E F G H J K 
7 7 A B C D G H I K 
7 7 A B D F G I J K 
7 7 A D E F G H J K 
7 7 A B D E F G H K 
7 7 A C D F G I J K 
7 7 A B C D E F H I 
7 7 A B C D F H I K 
7 7 A B C D E F G K 
7 7 A C D E F G H J 
7 7 A B C E F H J K 
7 7 A B C E G I J K 
7 7 A B C D F H I J 
7 7 A B C D G H J K 
7 7 A B D E F G I J 
7 7 A B C E F G H K 
7 7 A B C F H I J K 
7 7 A B D E F G J K 
7 7 A B D E G H J K 
7 7 A B C E F G I J 
7 7 A B C D E H I J 
7 7 A B C D E G J K 
7 7 A B C D F G I K 
7 7 A C D E F G I J 
7 7 A B C D F G H I 
7 7 A B D F G H I J 
7 7 A B C D E H J K 
7 7 A B C D E F I J 
7 7 A B C G H I J K 
7 7 A B C E F H I K 
7 7 A C D F G H J K 
7 7 A B E F G H I J 
7 7 A C E F G H I J 
7 7 A B C D H I J K 
7 7 A C E G H I J K 
7 7 A C E F G I J K 
7 7 A C D E F G H K 
7 7 A B E F G H I K 
7 7 A B C D E G H J 
7 7 A B C E H I J K 
7 7 A B D E F G I K 
7 7 A B D F H I J K 
7 7 A B C E F G J K 
7 7 A B C E G H I J 
7 7 A C D E F H I K 
7 7 A B C E G H I K 
7 7 A D E G H I J K 
7 7 A D E F G I J K 
7 7 A B D F G H I K 
7 7 A B C F G H I J 
7 7 A B C D F H J K 
7 7 A B F G H I J K 
7 7 A B C D E F G H 
7 7 A C D F H I J K 
7 7 A B C E F G H I 
7 7 B C D F G H I J 
7 7 B C D E F G I J 
7 7 B C D E F H J K 
7 7 B C D F G H I K 
7 7 B D E F G I J K 
7 7 B C D E F G H J 
7 7 B C D E G H I J 
7 7 B C D E G H I K 
7 7 B C D F H I J K 
7 7 B C E G H I J K 
7 7 B C D E F H I J 
7 7 B C F G H I J K 
7 7 B D E F G H I J 
7 7 B C E F G H I K 
7 7 B C E F G I J K 
7 7 B C E F G H I J 
7 7 B C D E F G I K 
7 7 B D E F H I J K 
7 7 B C D G H I J K 
7 7 B C D E F G H K 
7 7 B C D E H I J K 
7 7 B D E F G H I K 
7 7 B C D E F G H I 
7 7 B C D F G I J K 
7 7 B E F G H I J K 
7 7 B C D E F I J K 
7 7 B C D E G H J K 
7 7 B C D E F G J K 
7 7 B C D E F H I K 
7 7 B C E F H I J K 
7 7 B D E G H I J K 
7 7 B C D E G I J K 
7 7 B D E F G H J K 
7 7 B D F G H I J K 
7 7 B C E F G H J K 
7 7 B C D F G H J K 
7 7 C E F G H I J K 
7 7 C D E G H I J K 
7 7 C D E F G H I J 
7 7 C D E F G H I K 
7 7 C D E F H I J K 
7 7 C D E F G I J K 
7 7 C D F G H I J K 
7 7 C D E F G H J K 
7 7 D E F G H I J K 
8 8 A B D E F G H I K 
8 8 A B C D E F H J K 
8 8 A D E F G H I J K 
8 8 A B C D E G H J K 
8 8 A B E F G H I J K 
8 8 A B C D F G H I K 
8 8 A B C D G H I J K 
8 8 A B D E F G I J K 
8 8 A B C D E F G J K 
8 8 A B C E F G H J K 
8 8 A B C D E F G H K 
8 8 A B C E F G I J K 
8 8 A B C D E F G H I 
8 8 A C D E F G H J K 
8 8 A B C D E H I J K 
8 8 A B C D E F H I K 
8 8 A B C E F H I J K 
8 8 A B C D F H I J K 
8 8 A B C F G H I J K 
8 8 A B C D E F H I J 
8 8 A B D E G H I J K 
8 8 A B C D E F G I K 
8 8 A C D E F G H I J 
8 8 A B D E F G H J K 
8 8 A C D E F G I J K 
8 8 A C D F G H I J K 
8 8 A B C D E G H I J 
8 8 A B C D E F G H J 
8 8 A C D E F H I J K 
8 8 A B C E F G H I K 
8 8 A B C D F G H I J 
8 8 A B C E F G H I J 
8 8 A B C D E F G I J 
8 8 A B C D F G I J K 
8 8 A C D E F G H I K 
8 8 A B C D E F I J K 
8 8 A B D F G H I J K 
8 8 A C E F G H I J K 
8 8 A B C D E G I J K 
8 8 A B C D E G H I K 
8 8 A B D E F H I J K 
8 8 A C D E G H I J K 
8 8 A B C D F G H J K 
8 8 A B C E G H I J K 
8 8 A B D E F G H I J 
8 8 B C D E F G H I K 
8 8 B C D E F G I J K 
8 8 B C D E G H I J K 
8 8 B C D F G H I J K 
8 8 B C D E F G H J K 
8 8 B C D E F H I J K 
8 8 B C E F G H I J K 
8 8 B D E F G H I J K 
8 8 B C D E F G H I J 
8 8 C D E F G H I J K 
9 9 A B C D E F G H J K 
9 9 A B C E F G H I J K 
9 9 A B C D E F G I J K 
9 9 A C D E F G H I J K 
9 9 A B C D E F H I J K 
9 9 A B C D E F G H I J 
9 9 A B C D E F G H I K 
9 9 A B D E F G H I J K 
9 9 A B C D F G H I J K 
9 9 A B C D E G H I J K 
9 9 B C D E F G H I J K 
10 10 A B C D E F G H I J K 
